CLUSTER,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,1.086437610698911,0.467135590641696,0.9481563634245181,0.7943738303693444,0.7489215536429863,1.2825992374736102,0.8041672182989622,0.7778725739888943,0.6713180904101774,1.2004418725723702,1.2551106549883109,0.9891207277314483,0.6413210241080154,0.8675791004472901,1.0020649979632668,-0.3431358009524191,0.14404736726649303
1,0.12866095033222424,0.3157537398947609,-0.9655696644804649,-0.6602743069678172,-0.8428557616089603,0.2918010555175779,-1.0895907908603162,-0.629012251429663,-0.9045632491947411,0.6214086148524993,0.5445840507159584,-1.015011890207118,-0.6771456366778288,-0.4559108076362596,-0.017707690414455277,-0.4690615982940429,0.4242180283527727
2,-0.02233271738990091,0.4657523387547725,0.059357601531988276,-0.5745626359096639,0.702705681096818,-0.609846869681803,0.7446536701457068,-0.5304480103640241,0.9950412218368263,-0.6257563750697376,-0.611385655926784,0.4728293760286637,-0.5183933944201484,-0.34860464873363295,0.3501026284677519,-0.5800995737950466,0.29336600703735655
3,-1.0920966677590955,-1.4787152815310693,-0.6553175979752763,-0.4206713926782085,-0.5577665343046969,-0.6620901262856891,-0.6796452016549838,-0.3408988795928219,-0.5263764855837305,-0.7390970536743192,-0.7241232103664551,-0.6880066416112116,-0.20141941932074167,-0.7915357851375715,-0.7650843848187958,0.0203284833934324,0.0657695179741585
4,-1.0921029322299904,-0.37403902645015613,0.10852874962906497,-0.6714449646882754,0.8247047086975979,-0.7457529040282109,0.8627736261144227,-0.6756727539459426,1.0657449989466052,-0.8258051248211078,-0.7915292644252833,0.4034092519660634,-0.3388803118985622,-0.4685761332722085,-0.9435517363526081,1.358828078479819,-0.18845862819032366
5,0.050073604213823016,0.4368053811739011,1.5120635948694363,1.4401265049564986,1.2686332999600236,-0.7104883348511493,1.0907115318055574,1.3343986942084283,1.0055308294578318,-0.74879363255773,-0.735232914201756,1.4403367665113507,0.7061353704467948,0.9212608011500768,-0.13263665390670334,0.48222972601004577,0.3039029360935035
6,-0.19285395217339646,0.039441827152578914,0.5892937208142003,1.129030747286121,-0.6961579207754842,-0.6523913466469233,0.10553309785506963,1.1193331531919792,-0.753180282950292,-0.6612675756412816,-0.6564089416650665,0.17536183519114365,0.051468537790752354,-0.014155510889324483,-0.23291296485349797,-0.021012660260475543,0.0581615083532047
7,1.2365686349346974,0.40574195729276635,-0.8750740111439527,-0.5578307050504518,-0.8245937592137311,1.45422779144034,-1.0454344997782943,-0.5834846326753824,-0.8889255126546124,1.247875176574268,1.3210458263953178,-0.9770786861819863,0.8289367492849559,0.7290152354961684,1.0630165199481318,-0.387051072036426,0.2604129850103771
8,0.10866111716874158,-0.6000712690428749,-0.8366187816991736,-0.5521583953907367,-0.7616256657925848,0.8889244334112804,-0.8762526371430056,-0.5230627487988629,-0.7603674486843903,1.0132046263549377,0.8432421990088343,-0.9105167969867602,-0.49376437586084887,-0.5128387967647707,-0.10217746642549927,-0.3671429862957465,-2.3598918335663797
